name,sworn,type,state,county,city,ftciv,ptciv,ptsworn,zip,fips
Colby Police Department,12,Local police department,KS,Thomas,Colby,6,0,0,67701,20193
South Bound Brook Borough Police,12,Local police department,NJ,Somerset,South Bound Brook,1,0,0,8880,34035
Southern University and A & M College - Shreveport Police,12,Special jurisdiction,LA,Caddo,Shreveport,1,0,0,71107,22017
Cook County Sheriff's Office,12,Sheriff's office,MN,Cook,Grand Marais,6,0,4,55604,27031
Missaukee County Sheriff's Office,12,Sheriff's office,MI,Missaukee,Lake City,14,2,6,49651,26113
Jackson County Sheriff's Office,12,Sheriff's office,AR,Jackson,Newport,9,5,0,72112,5067
Columbiana Police Department,12,Local police department,OH,Wyandot,Columbiana,0,0,4,44408,39175
Fayette Police Department,12,Local police department,AL,Fayette,Fayette,1,0,0,35555,1057
Izard County Sheriff's Office,12,Sheriff's office,AR,Izard,Melbourne,2,0,0,72556,5065
West Deer Township Police Department,12,Local police department,PA,Allegheny,Russellton,1,0,5,15076,42003
Rains County Sheriff's Office,12,Sheriff's office,TX,Rains,Emory,12,0,0,75440,48379
Pershing County Sheriff's Office,12,Sheriff's office,NV,Pershing,Lovelock,7,5,0,89419,32027
Vinton Police Department,12,Local police department,LA,Calcasieu,Vinton,2,0,0,70668,22019
Sparta Police Dept,12,Local police department,IL,Randolph,Sparta,6,0,4,62286,17157
Normandy Park Police Department,12,Local police department,WA,King,Normandy Park,3,0,0,98166,53033
Plano Police Dept,12,Local police department,IL,Kendall,Plano,0,1,3,60545,17093
Glendale Police Department,12,Local police department,MO,St. Louis,Glendale,3,0,0,63122,29189
Bunkie Police Department,12,Local police department,LA,Avoyelles,Bunkie,4,8,8,71322,22009
Cold Spring Police Department,12,Local police department,KY,Campbell,Cold Spring,0,1,0,41076,21037
Mascotte Police Department,12,Local police department,FL,Lake,Mascotte,3,0,0,34753,12069
Plumsted Township Police,12,Local police department,NJ,Ocean,New Egypt,1,0,1,8533,34029
Darby Township Police Department,12,Local police department,PA,Delaware,Sharon Hill,0,0,6,19079,42045
Pulaski County Sheriff's Office,12,Sheriff's office,GA,Pulaski,Hawkinsville,12,1,2,31036,13235
Florence County Sheriff's Office,12,Sheriff's office,WI,Florence,Florence,10,1,2,54121,55037
Kenedy County Sheriff's Office,12,Sheriff's office,TX,Kenedy,Sarita,5,0,0,78385,48261
Bremen Police,12,Local police department,IN,Marshall,Bremen,4,8,0,46506,18099
Lillington Police Department,12,Local police department,NC,Harnett,Lillington,1,0,0,27546,37085
Buffalo County Sheriff's Office,12,Sheriff's office,WI,Buffalo,Alma,12,3,4,54610,55011
Milton Police Department,12,Local police department,WA,Pierce,Milton,1,0,0,98354,53053
Willacy County Sheriff's Office,12,Sheriff's office,TX,Willacy,Raymondville,23,16,0,78580,48489
North Mankato Police Department,12,Local police department,MN,Nicollet,North Mankato,1,1,0,56003,27103
Blackstone Police Department,12,Local police department,VA,Nottoway,Blackstone,5,2,0,23824,51135
Salem Police,12,Local police department,IN,Washington,Salem,5,3,6,47167,18175
Edenton Police Department,12,Local police department,NC,Chowan,Edenton,2,1,5,27932,37041
Elwood Police,12,Local police department,IN,Madison,Elwood,4,1,1,46036,18095
Hutchinson County Sheriff's Office,12,Sheriff's office,TX,Hutchinson,Borger,23,2,0,79008,48233
Lakemoor Police Dept,12,Local police department,IL,McHenry,Lakemoor,0,0,2,60051,17111
Highlands Police Department,12,Local police department,NC,Macon,Highlands,1,0,5,28741,37113
Topeka USD #501 Police,12,Special jurisdiction,KS,Shawnee,Topeka,0,0,0,66606,20177
Richland Township Police Department.,12,Local police department,PA,Bucks,Quakertown,2,0,12,18951,42017
Randolph County Sheriff's Office,12,Sheriff's office,AR,Randolph,Pocahontas,2,16,5,72455,5121
Clark County Sheriff's Office,12,Sheriff's office,KY,Clark,Winchester,4,9,23,40391,21049
Molalla Police Department,12,Local police department,OR,Clackamas,Molalla,3,0,0,97038,41005
Youngtown Police Department,12,Local police department,AZ,Maricopa,Youngtown,1,0,0,85363,4013
Clayton County Sheriff's Office,12,Sheriff's office,IA,Clayton,St. Olaf,14,12,0,52072,19043
Scott City Police Dept,12,Local police department,MO,Scott,Scott City,5,1,5,63780,29201
Lackawanna County Detectives,12,Special jurisdiction,PA,Lackawanna,Scranton,0,0,0,18503,42069
Kinney County Sheriff's Office,12,Sheriff's office,TX,Kinney,Brackettville,12,2,6,78832,48271
Clay Township Police Department,12,Local police department,MI,St. Clair,Algonac,4,23,3,48001,26147
Wellston Police Department,12,Local police department,OH,Jackson,Wellston,4,2,0,45692,39079
Farmington Police Department,12,Local police department,ME,Franklin,Farmington,1,4,3,4938,23007
Vinita Park Police Department,12,Local police department,MO,St. Louis,Vinita Park,1,0,1,63114,29189
Tallulah Police Dept.,12,Local police department,LA,Madison,Tallulah,5,2,1,71282,22065
Montmorency County Sheriff's Office,12,Sheriff's office,MI,Montmorency,Atlanta,13,4,1,49709,26119
Belfast Police Department,12,Local police department,ME,Waldo,Belfast,1,2,8,4915,23027
Marion County Sheriff's Office,12,Sheriff's office,IA,Marion,Knoxville,30,0,19,50138,19125
Pleasant Hill Police Department,12,Local police department,MO,Cass,Pleasant Hill,6,2,3,64080,29037
Avon-By-The-Sea Police,12,Local police department,NJ,Monmouth,Avon-By-The-Sea,3,15,3,7717,34025
Polson Police Department,12,Local police department,MT,Lake,Polson,1,0,0,59860,30047
Grenada County Sheriff's Office,12,Sheriff's office,MS,Grenada,Grenada,3,3,5,38901,28043
Quincy Police Department,12,Local police department,WA,Grant,Quincy,2,2,5,98848,53025
Ranson Police Department,12,Local police department,WV,Jefferson,Ranson,1,0,0,25438,54037
New Holland Police Department,12,Local police department,PA,Lancaster,New Holland,1,0,2,17557,42071
Nicollet County Sheriff's Office,12,Sheriff's office,MN,Nicollet,Saint Peter,25,8,0,56082,27103
Williamston Police Department,12,Local police department,SC,Anderson,Williamston,3,0,0,29697,45007
Winchendon Police Department,12,Local police department,MA,Worcester,Winchendon,5,0,1,1475,25027
Swanzey Police Department,12,Local police department,NH,Cheshire,Swanzey,2,0,1,3446,33005
Plymouth Police Department,12,Local police department,NC,Washington,Plymouth,0,1,6,27962,37187
Bel Aire Police Department,12,Local police department,KS,Sedgwick,Bel Aire,1,1,2,67226,20173
Waite Park Police Department,12,Local police department,MN,Stearns,Waite Park,3,1,1,56387,27145
Albion Village Police Department,12,Local police department,NY,Orleans,Albion,0,0,1,14411,36073
Sierra County Sheriff's Office,12,Sheriff's office,NM,Sierra,Truth Or Consequences,2,0,0,87901,35051
Warsaw Police Department,12,Local police department,NC,Duplin,Warsaw,4,0,0,28398,37061
Fayette County Sheriff's Office,12,Sheriff's office,AL,Fayette,Fayette,5,5,2,35555,1057
Strafford County Sheriff's Office,12,Sheriff's office,NH,Strafford,Dover,10,14,35,3820,33017
Skowhegan Police Department,12,Local police department,ME,Somerset,Skowhegan,1,4,8,4976,23025
Williamstown Police Department,12,Local police department,MA,Berkshire,Williamstown,4,7,1,1267,25003
Tell City Police,12,Local police department,IN,Perry,Tell City,7,0,5,47586,18123
Castle Shannon Borough Police Department,12,Local police department,PA,Allegheny,Pittsburgh,1,0,0,15234,42003
Corry Police Department,12,Local police department,PA,Erie,Corry,4,0,0,16407,42049
Pyramid Lake Paiute Tribal Police Department,12,Local police department,NV,Washoe,Nixon,3,0,0,89424,32031
Mulvane Police Department,12,Local police department,KS,Sedgwick,Mulvane,6,0,0,67110,20173
Fort Wright Police Department,12,Local police department,KY,Kenton,Fort Wright,1,0,0,41011,21117
Wallace Police Department,12,Local police department,NC,Duplin,Wallace,3,0,10,28466,37061
Russell Police Department,12,Local police department,KY,Greenup,Russell,0,0,2,41169,21089
Williamsburg Police Department,12,Local police department,KY,Whitley,Williamsburg,0,0,0,40769,21235
Bordentown City Police,12,Local police department,NJ,Burlington,Bordentown,2,8,0,8505,34005
Oscoda Township Police Department,12,Local police department,MI,Iosco,Oscoda,1,1,0,48750,26069
Bellevue Borough Police Department,12,Local police department,PA,Allegheny,Pittsburgh,3,0,0,15202,42003
Custer County Sheriff's Office,12,Sheriff's office,OK,Custer,Arapaho,19,0,20,73620,40039
Taneytown Police Department,12,Local police department,MD,Carroll,Taneytown,1,0,0,21787,24013
Upton Police Department,12,Local police department,MA,Worcester,Upton,5,4,6,1568,25027
Rogers Police Department,12,Local police department,MN,Hennepin,Rogers,1,0,0,55374,27053
Kingston Police Department,12,Local police department,TN,Roane,Kingston,1,0,2,37763,47145
Erwin Police Department,12,Local police department,TN,Unicoi,Erwin,1,0,0,37650,47171
Prosser Police Department,12,Local police department,WA,Benton,Prosser,8,0,0,99350,53005
Coffey County Sheriff's Office,12,Sheriff's office,KS,Coffey,Burlington,19,0,0,66839,20031
Mercer County Sheriff's Office,12,Sheriff's office,IL,Mercer,Aledo,18,8,4,61231,17131
Minnetrista Public Safety Department,12,Local police department,MN,Hennepin,Minnetrista,3,1,0,55364,27053
Kane County Sheriff's Office,12,Sheriff's office,UT,Kane,Kanab,14,3,0,84741,49025
Poplarville Police Department,12,Local police department,MS,Pearl River,Poplarville,1,0,18,39470,28109
Troutman Police Department,12,Local police department,NC,Iredell,Troutman,0,1,5,28166,37097
Plainfield Township Police Department,12,Local police department,PA,Northampton,Nazareth,1,0,3,18064,42095
Big Lake Police Department,12,Local police department,MN,Sherburne,Big Lake,13,0,0,55309,27141
Chester Township Police Department,12,Local police department,PA,Delaware,Chester,1,0,12,19013,42045
Johnson County Sheriff's Office,12,Sheriff's office,AR,Johnson,Clarksville,22,0,0,72830,5071
Central City Police Department,12,Local police department,KY,Muhlenberg,Central City,0,0,1,42330,21177
Greenbrier Police Department,12,Local police department,TN,Robertson,Greenbrier,2,0,0,37073,47147
Gasconade County Sheriff's Office,12,Sheriff's office,MO,Gasconade,Hermann,1,1,0,65041,29073
Milton Police Department,12,Local police department,VT,Chittenden,Milton,1,3,1,5468,50007
Monahans Police Department,12,Local police department,TX,Ward,Monahans,6,0,0,79756,48475
Round Lake Park Police Department,12,Local police department,IL,Lake,Round Lake Park,2,1,8,60073,17097
Shelby County Sheriff's Office,12,Sheriff's office,IL,Shelby,Shelbyville,13,0,4,62565,17173
Lincoln County Sheriff's Office,12,Sheriff's office,GA,Lincoln,Lincolnton,14,1,3,30817,13181
Sunbury Police Department,12,Local police department,PA,Northumberland,Sunbury,2,2,9,17801,42097
River Hills Police Department,12,Local police department,WI,Milwaukee,Milwaukee,0,0,0,53217,55079
Nobles County Sheriff's Office,12,Sheriff's office,MN,Nobles,Worthington,22,4,5,56187,27105
Fox Chapel Borough Police Department,12,Local police department,PA,Allegheny,Pittsburgh,0,0,0,15238,42003
Snoqualmie Police Department,12,Local police department,WA,King,Snoqualmie,3,0,0,98065,53033
Jefferson County Sheriff's Office,12,Sheriff's office,MT,Jefferson,Boulder,11,0,0,59632,30043
Lavaca County Sheriff's Office,12,Sheriff's office,TX,Lavaca,Hallettsville,17,0,3,77964,48285
Rumford Police Department,12,Local police department,ME,Oxford,Rumford,1,0,4,4276,23017
Ellisville Police Department,12,Local police department,MS,Jones,Ellisville,2,0,6,39437,28067
Bellevue Police Department,12,Local police department,OH,Sandusky,Bellevue,3,0,2,44811,39143
Yarmouth Police Department,12,Local police department,ME,Cumberland,Yarmouth,6,0,2,4096,23005
Benton County Sheriff's Office,12,Sheriff's office,IA,Benton,Vinton,16,8,10,52349,19011
Homer Police Department,12,Local police department,LA,Claiborne,Homer,1,0,3,71040,22027
Decherd Police Department,12,Local police department,TN,Franklin,Decherd,1,2,0,37324,47051
Basehor Police Department,12,Local police department,KS,Leavenworth,Basehor,2,0,7,66007,20103
Hopedale Police Department,12,Local police department,MA,Worcester,Hopedale,4,1,2,1747,25027
Mineola Police Department,12,Local police department,TX,Wood,Mineola,6,1,1,75773,48499
Sevier County Sheriff's Office,12,Sheriff's office,AR,Sevier,De Queen,17,0,2,71832,5133
Muhlenberg County Sheriff's Office,12,Sheriff's office,KY,Muhlenberg,Greenville,1,0,1,42345,21177
Andrews County Sheriff's Office,12,Sheriff's office,TX,Andrews,Andrews,22,9,5,79714,48003
Live Oak County Sheriff's Office,12,Sheriff's office,TX,Live Oak,George West,17,4,5,78022,48297
Monticello Police,12,Local police department,IN,White,Monticello,5,4,4,47960,18181
Central Berks Regional Police Department,12,Local police department,PA,Berks,Reading,1,0,0,19606,42011
Colonial Beach Police Department,12,Local police department,VA,Westmoreland,Colonial Beach,5,4,1,22443,51193
Bellbrook Police Department,12,Local police department,OH,Greene,Bellbrook,5,5,2,45305,39057
Laurel Police Department,12,Local police department,MT,Yellowstone,Laurel,4,3,0,59044,30111
Tazewell Police Department,12,Local police department,VA,Tazewell,Tazewell,2,0,1,24651,51185
Schuylkill County Sheriff's Office,12,Sheriff's office,PA,Schuylkill,Pottsville,4,7,0,17901,42107
Leflore County Sheriff's Office,12,Sheriff's office,OK,Le Flore,Poteau,8,0,0,74953,40079
Huntingdon Borough Police Department,12,Local police department,PA,Huntingdon,Huntingdon,1,0,0,16652,42061
Yazoo County Sheriff's Office,12,Sheriff's office,MS,Yazoo,Yazoo City,17,3,3,39194,28163
Moline Acres Police Department,12,Local police department,MO,St. Louis,Moline Acres,1,7,3,63136,29189
Northfield Township Police Department,12,Local police department,MI,Washtenaw,Whitmore Lake,1,4,2,48189,26161
Pamlico County Sheriff's Office,12,Sheriff's office,NC,Pamlico,Bayboro,24,0,0,28515,37137
Bath Village Police Department,12,Local police department,NY,Steuben,Bath,2,12,7,14810,36101
Choctaw Police Department,12,Local police department,OK,Oklahoma,Choctaw,2,0,6,73020,40109
Bibb County Sheriff's Office,12,Sheriff's office,AL,Bibb,Centreville,18,1,0,35042,1007
Altoona Police Department,12,Local police department,WI,Eau Claire,Altoona,1,0,2,54720,55035
Alpine County Sheriff's Office,12,Sheriff's office,CA,Alpine,Markleeville,3,0,0,96120,6003
Manistee Police Department,12,Local police department,MI,Manistee,Manistee,1,0,0,49660,26101
San Juan Tribal Police Department,12,Local police department,NM,Rio Arriba,San Juan,1,0,0,87566,35039
Homestead Borough Police Department,12,Local police department,PA,Allegheny,Homestead,2,1,6,15120,42003
Seward County Sheriff's Office,12,Sheriff's office,NE,Seward,Seward,11,1,6,68434,31159
Peoria Heights Police Dept,12,Local police department,IL,Peoria,Peoria Heights,7,2,0,61616,17143
Penn Yan Police Department,12,Local police department,NY,Yates,Penn Yan,1,0,3,14527,36123
Greenup County Sheriff's Office,12,Sheriff's office,KY,Greenup,Greenup,1,3,0,41144,21089
Beaver Township Police Department,12,Local police department,OH,Mahoning,North Lima,4,6,6,44452,39099
Franklin Park Borough Police Department,12,Local police department,PA,Allegheny,Pittsburgh,1,0,4,15237,42003
Caldwell Police Department,12,Local police department,TX,Burleson,Caldwell,1,2,4,77836,48051
Heber Police Department,12,Local police department,UT,Wasatch,Heber,4,0,2,84032,49051
Hickory Creek Police Department,12,Local police department,TX,Denton,Hickory Creek,0,0,0,75065,48121
Centerville Police Department,12,Local police department,TN,Hickman,Centerville,8,4,5,37033,47081
Mansfield Police Department,12,Local police department,LA,De Soto,Mansfield,6,0,0,71052,22031
Tewksbury Township Police,12,Local police department,NJ,Hunterdon,Califon,1,0,0,7830,34019
Thornton Police Dept,12,Local police department,IL,Cook,Thornton,1,1,5,60476,17031
Oaklyn Police,12,Local police department,NJ,Camden,Oaklyn,1,0,0,8107,34007
Cedar County Sheriff's Office,12,Sheriff's office,MO,Cedar,Stockton,9,0,0,65785,29039
Arenac County Sheriff's Office,12,Sheriff's office,MI,Arenac,Standish,9,4,1,48658,26011
Venice Police Dept,12,Local police department,IL,Madison,Venice,4,1,2,62090,17119
Marshall Police Department,12,Local police department,MI,Calhoun,Marshall,4,0,0,49068,26025
Sheffield Lake Police Department,12,Local police department,OH,Lorain,Sheffield Lake,4,3,7,44054,39093
Dunlap Police Department,12,Local police department,TN,Sequatchie,Dunlap,2,0,0,37327,47153
